row,label,x,y
126,big|rug|big,0,0
127,big|rug|brown,0,0
128,big|rug|calico,0,0
129,big|rug|cat,0,0
130,big|rug|dog,0,0
131,big|rug|lay,0,0
132,big|rug|mat,0,0
133,big|rug|on,0,0
134,big|rug|red,0,0
135,big|rug|rug,0,0
136,big|rug|sat,0,0
137,big|rug|small,0,0
138,big|rug|tabby,0,0
139,big|rug|the,0,0
140,big|sat|big,0,0
141,big|sat|brown,0,0
142,big|sat|calico,0,0
143,big|sat|cat,0,0
144,big|sat|dog,0,0
145,big|sat|lay,0,0
146,big|sat|mat,0,0
147,big|sat|on,0,0
148,big|sat|red,0,0
149,big|sat|rug,0,0
150,big|sat|sat,0,0
151,big|sat|small,0,0
152,big|sat|tabby,0,0
153,big|sat|the,0,0
154,big|small|big,0,0
155,big|small|brown,0,0
156,big|small|calico,0,0
157,big|small|cat,0,0
158,big|small|dog,0,0
159,big|small|lay,0,0
160,big|small|mat,0,0
161,big|small|on,0,0
162,big|small|red,0,0
163,big|small|rug,0,0
164,big|small|sat,0,0
165,big|small|small,0,0
166,big|small|tabby,0,0
167,big|small|the,0,0
168,big|tabby|big,0,0
169,big|tabby|brown,0,0
170,big|tabby|calico,0,0
171,big|tabby|cat,0,0
172,big|tabby|dog,0,0
173,big|tabby|lay,0,0
174,big|tabby|mat,0,0
175,big|tabby|on,0,0
176,big|tabby|red,0,0
177,big|tabby|rug,0,0
178,big|tabby|sat,0,0
179,big|tabby|small,0,0
180,big|tabby|tabby,0,0
181,big|tabby|the,0,0
182,big|the|big,0,0
183,big|the|brown,0,0
184,big|the|calico,0,0
185,big|the|cat,0,0
186,big|the|dog,0,0
187,big|the|lay,0,0
188,big|the|mat,0,0
189,big|the|on,0,0
190,big|the|red,0,0
191,big|the|rug,0,0
192,big|the|sat,0,0
193,big|the|small,0,0
194,big|the|tabby,0,0
195,big|the|the,0,0
196,brown|big|big,0,0
197,brown|big|brown,0,0
198,brown|big|calico,0,0
199,brown|big|cat,0,0
200,brown|big|dog,0,0
201,brown|big|lay,0,0
202,brown|big|mat,0,0
203,brown|big|on,0,0
204,brown|big|red,0,0
205,brown|big|rug,0,0
206,brown|big|sat,0,0
207,brown|big|small,0,0
208,brown|big|tabby,0,0
209,brown|big|the,0,0
210,brown|brown|big,0,0
211,brown|brown|brown,0,0
212,brown|brown|calico,0,0
213,brown|brown|cat,0,0
214,brown|brown|dog,0,0
215,brown|brown|lay,0,0
216,brown|brown|mat,0,0
217,brown|brown|on,0,0
218,brown|brown|red,0,0
219,brown|brown|rug,0,0
220,brown|brown|sat,0,0
221,brown|brown|small,0,0
222,brown|brown|tabby,0,0
223,brown|brown|the,0,0
224,brown|calico|big,0,0
225,brown|calico|brown,0,0
226,brown|calico|calico,0,0
227,brown|calico|cat,0,0
228,brown|calico|dog,0,0
229,brown|calico|lay,0,0
230,brown|calico|mat,0,0
231,brown|calico|on,0,0
232,brown|calico|red,0,0
233,brown|calico|rug,0,0
234,brown|calico|sat,0,0
235,brown|calico|small,0,0
236,brown|calico|tabby,0,0
237,brown|calico|the,0,0
238,brown|cat|big,0,0
239,brown|cat|brown,0,0
240,brown|cat|calico,0,0
241,brown|cat|cat,0,0
242,brown|cat|dog,0,0
243,brown|cat|lay,0,0
244,brown|cat|mat,0,0
245,brown|cat|on,0,0
246,brown|cat|red,0,0
247,brown|cat|rug,0,0
248,brown|cat|sat,0,0
249,brown|cat|small,0,0
250,brown|cat|tabby,0,0
251,brown|cat|the,0,0
252,brown|dog|big,0,0
253,brown|dog|brown,0,0
254,brown|dog|calico,0,0
255,brown|dog|cat,0,0
256,brown|dog|dog,0,0
257,brown|dog|lay,-0.3568,-0.3568
258,brown|dog|mat,0,0
259,brown|dog|on,0,0
260,brown|dog|red,0,0
261,brown|dog|rug,0,0
262,brown|dog|sat,0,0
263,brown|dog|small,0,0
264,brown|dog|tabby,0,0
265,brown|dog|the,0,0
266,brown|lay|big,0,0
267,brown|lay|brown,0,0
268,brown|lay|calico,0,0
269,brown|lay|cat,0,0
270,brown|lay|dog,0,0
271,brown|lay|lay,0,0
272,brown|lay|mat,0,0
273,brown|lay|on,0,0
274,brown|lay|red,0,0
275,brown|lay|rug,0,0
276,brown|lay|sat,0,0
277,brown|lay|small,0,0
278,brown|lay|tabby,0,0
279,brown|lay|the,0,0
280,brown|mat|big,0,0
281,brown|mat|brown,0,0
282,brown|mat|calico,0,0
283,brown|mat|cat,0,0
284,brown|mat|dog,0,0
285,brown|mat|lay,0,0
286,brown|mat|mat,0,0
287,brown|mat|on,0,0
288,brown|mat|red,0,0
289,brown|mat|rug,0,0
290,brown|mat|sat,0,0
291,brown|mat|small,0,0
292,brown|mat|tabby,0,0
293,brown|mat|the,0,0
294,brown|on|big,0,0
295,brown|on|brown,0,0
296,brown|on|calico,0,0
297,brown|on|cat,0,0
298,brown|on|dog,0,0
299,brown|on|lay,0,0
300,brown|on|mat,0,0
301,brown|on|on,0,0
302,brown|on|red,0,0
303,brown|on|rug,0,0
304,brown|on|sat,0,0
305,brown|on|small,0,0
306,brown|on|tabby,0,0
307,brown|on|the,0,0
308,brown|red|big,0,0
309,brown|red|brown,0,0
310,brown|red|calico,0,0
311,brown|red|cat,0,0
312,brown|red|dog,0,0
313,brown|red|lay,0,0
314,brown|red|mat,0,0
315,brown|red|on,0,0
316,brown|red|red,0,0
317,brown|red|rug,0,0
318,brown|red|sat,0,0
319,brown|red|small,0,0
320,brown|red|tabby,0,0
321,brown|red|the,0,0
322,brown|rug|big,0,0
323,brown|rug|brown,0,0
324,brown|rug|calico,0,0
325,brown|rug|cat,0,0
326,brown|rug|dog,0,0
327,brown|rug|lay,0,0
328,brown|rug|mat,0,0
329,brown|rug|on,0,0
330,brown|rug|red,0,0
331,brown|rug|rug,0,0
332,brown|rug|sat,0,0
333,brown|rug|small,0,0
334,brown|rug|tabby,0,0
335,brown|rug|the,0,0
336,brown|sat|big,0,0
337,brown|sat|brown,0,0
338,brown|sat|calico,0,0
339,brown|sat|cat,0,0
340,brown|sat|dog,0,0
341,brown|sat|lay,0,0
342,brown|sat|mat,0,0
343,brown|sat|on,0,0
344,brown|sat|red,0,0
345,brown|sat|rug,0,0
346,brown|sat|sat,0,0
347,brown|sat|small,0,0
348,brown|sat|tabby,0,0
349,brown|sat|the,0,0
350,brown|small|big,0,0
351,brown|small|brown,0,0
352,brown|small|calico,0,0
353,brown|small|cat,0,0
354,brown|small|dog,0,0
355,brown|small|lay,0,0
356,brown|small|mat,0,0
357,brown|small|on,0,0
358,brown|small|red,0,0
359,brown|small|rug,0,0
360,brown|small|sat,0,0
361,brown|small|small,0,0
362,brown|small|tabby,0,0
363,brown|small|the,0,0
364,brown|tabby|big,0,0
365,brown|tabby|brown,0,0
366,brown|tabby|calico,0,0
367,brown|tabby|cat,0,0
368,brown|tabby|dog,0,0
369,brown|tabby|lay,0,0
370,brown|tabby|mat,0,0
371,brown|tabby|on,0,0
372,brown|tabby|red,0,0
373,brown|tabby|rug,0,0
374,brown|tabby|sat,0,0
375,brown|tabby|small,0,0
376,brown|tabby|tabby,0,0
377,brown|tabby|the,0,0
378,brown|the|big,0,0
379,brown|the|brown,0,0
380,brown|the|calico,0,0
381,brown|the|cat,0,0
382,brown|the|dog,0,0
383,brown|the|lay,0,0
384,brown|the|mat,0,0
385,brown|the|on,0,0
386,brown|the|red,0,0
387,brown|the|rug,0,0
388,brown|the|sat,0,0
389,brown|the|small,0,0
390,brown|the|tabby,0,0
391,brown|the|the,0,0
392,calico|big|big,0,0
393,calico|big|brown,0,0
394,calico|big|calico,0,0
395,calico|big|cat,0,0
396,calico|big|dog,0,0
397,calico|big|lay,0,0
398,calico|big|mat,0,0
399,calico|big|on,0,0
400,calico|big|red,0,0
401,calico|big|rug,0,0
402,calico|big|sat,0,0
403,calico|big|small,0,0
404,calico|big|tabby,0,0
405,calico|big|the,0,0
406,calico|brown|big,0,0
407,calico|brown|brown,0,0
408,calico|brown|calico,0,0
409,calico|brown|cat,0,0
410,calico|brown|dog,0,0
411,calico|brown|lay,0,0
412,calico|brown|mat,0,0
413,calico|brown|on,0,0
414,calico|brown|red,0,0
415,calico|brown|rug,0,0
416,calico|brown|sat,0,0
417,calico|brown|small,0,0
418,calico|brown|tabby,0,0
419,calico|brown|the,0,0
420,calico|calico|big,0,0
421,calico|calico|brown,0,0
422,calico|calico|calico,0,0
423,calico|calico|cat,0,0
424,calico|calico|dog,0,0
425,calico|calico|lay,0,0
426,calico|calico|mat,0,0
427,calico|calico|on,0,0
428,calico|calico|red,0,0
429,calico|calico|rug,0,0
430,calico|calico|sat,0,0
431,calico|calico|small,0,0
432,calico|calico|tabby,0,0
433,calico|calico|the,0,0
434,calico|cat|big,0,0
435,calico|cat|brown,0,0
436,calico|cat|calico,0,0
437,calico|cat|cat,0,0
438,calico|cat|dog,0,0
439,calico|cat|lay,-0.3568,-0.3568
440,calico|cat|mat,0,0
441,calico|cat|on,0,0
442,calico|cat|red,0,0
443,calico|cat|rug,0,0
444,calico|cat|sat,0,0
445,calico|cat|small,0,0
446,calico|cat|tabby,0,0
447,calico|cat|the,0,0
448,calico|dog|big,0,0
449,calico|dog|brown,0,0
450,calico|dog|calico,0,0
451,calico|dog|cat,0,0
452,calico|dog|dog,0,0
453,calico|dog|lay,0,0
454,calico|dog|mat,0,0
455,calico|dog|on,0,0
456,calico|dog|red,0,0
457,calico|dog|rug,0,0
458,calico|dog|sat,0,0
459,calico|dog|small,0,0
460,calico|dog|tabby,0,0
461,calico|dog|the,0,0
462,calico|lay|big,0,0
463,calico|lay|brown,0,0
464,calico|lay|calico,0,0
465,calico|lay|cat,0,0
466,calico|lay|dog,0,0
467,calico|lay|lay,0,0
468,calico|lay|mat,0,0
469,calico|lay|on,0,0
470,calico|lay|red,0,0
471,calico|lay|rug,0,0
472,calico|lay|sat,0,0
473,calico|lay|small,0,0
474,calico|lay|tabby,0,0
475,calico|lay|the,0,0
476,calico|mat|big,0,0
477,calico|mat|brown,0,0
478,calico|mat|calico,0,0
479,calico|mat|cat,0,0
480,calico|mat|dog,0,0
481,calico|mat|lay,0,0
482,calico|mat|mat,0,0
483,calico|mat|on,0,0
484,calico|mat|red,0,0
485,calico|mat|rug,0,0
486,calico|mat|sat,0,0
487,calico|mat|small,0,0
488,calico|mat|tabby,0,0
489,calico|mat|the,0,0
490,calico|on|big,0,0
491,calico|on|brown,0,0
492,calico|on|calico,0,0
493,calico|on|cat,0,0
494,calico|on|dog,0,0
495,calico|on|lay,0,0
496,calico|on|mat,0,0
497,calico|on|on,0,0
498,calico|on|red,0,0
499,calico|on|rug,0,0
500,calico|on|sat,0,0
501,calico|on|small,0,0
502,calico|on|tabby,0,0
503,calico|on|the,0,0
504,calico|red|big,0,0
505,calico|red|brown,0,0
506,calico|red|calico,0,0
507,calico|red|cat,0,0
508,calico|red|dog,0,0
509,calico|red|lay,0,0
510,calico|red|mat,0,0
511,calico|red|on,0,0
512,calico|red|red,0,0
513,calico|red|rug,0,0
514,calico|red|sat,0,0
515,calico|red|small,0,0
516,calico|red|tabby,0,0
517,calico|red|the,0,0
518,calico|rug|big,0,0
519,calico|rug|brown,0,0
520,calico|rug|calico,0,0
521,calico|rug|cat,0,0
522,calico|rug|dog,0,0
523,calico|rug|lay,0,0
524,calico|rug|mat,0,0
525,calico|rug|on,0,0
526,calico|rug|red,0,0
527,calico|rug|rug,0,0
528,calico|rug|sat,0,0
529,calico|rug|small,0,0
530,calico|rug|tabby,0,0
531,calico|rug|the,0,0
532,calico|sat|big,0,0
533,calico|sat|brown,0,0
534,calico|sat|calico,0,0
535,calico|sat|cat,0,0
536,calico|sat|dog,0,0
537,calico|sat|lay,0,0
538,calico|sat|mat,0,0
539,calico|sat|on,0,0
540,calico|sat|red,0,0
541,calico|sat|rug,0,0
542,calico|sat|sat,0,0
543,calico|sat|small,0,0
544,calico|sat|tabby,0,0
545,calico|sat|the,0,0
546,calico|small|big,0,0
547,calico|small|brown,0,0
548,calico|small|calico,0,0
549,calico|small|cat,0,0
550,calico|small|dog,0,0
551,calico|small|lay,0,0
552,calico|small|mat,0,0
553,calico|small|on,0,0
554,calico|small|red,0,0
555,calico|small|rug,0,0
556,calico|small|sat,0,0
557,calico|small|small,0,0
558,calico|small|tabby,0,0
559,calico|small|the,0,0
560,calico|tabby|big,0,0
561,calico|tabby|brown,0,0
562,calico|tabby|calico,0,0
563,calico|tabby|cat,0,0
564,calico|tabby|dog,0,0
565,calico|tabby|lay,0,0
566,calico|tabby|mat,0,0
567,calico|tabby|on,0,0
568,calico|tabby|red,0,0
569,calico|tabby|rug,0,0
570,calico|tabby|sat,0,0
571,calico|tabby|small,0,0
572,calico|tabby|tabby,0,0
573,calico|tabby|the,0,0
574,calico|the|big,0,0
575,calico|the|brown,0,0
576,calico|the|calico,0,0
577,calico|the|cat,0,0
578,calico|the|dog,0,0
579,calico|the|lay,0,0
580,calico|the|mat,0,0
581,calico|the|on,0,0
582,calico|the|red,0,0
583,calico|the|rug,0,0
584,calico|the|sat,0,0
585,calico|the|small,0,0
586,calico|the|tabby,0,0
587,calico|the|the,0,0
588,cat|big|big,0,0
589,cat|big|brown,0,0
590,cat|big|calico,0,0
591,cat|big|cat,0,0
592,cat|big|dog,0,0
593,cat|big|lay,0,0
594,cat|big|mat,0,0
595,cat|big|on,0,0
596,cat|big|red,0,0
597,cat|big|rug,0,0
598,cat|big|sat,0,0
599,cat|big|small,0,0
600,cat|big|tabby,0,0
601,cat|big|the,0,0
602,cat|brown|big,0,0
603,cat|brown|brown,0,0
604,cat|brown|calico,0,0
605,cat|brown|cat,0,0
606,cat|brown|dog,0,0
607,cat|brown|lay,0,0
608,cat|brown|mat,0,0
609,cat|brown|on,0,0
610,cat|brown|red,0,0
611,cat|brown|rug,0,0
612,cat|brown|sat,0,0
613,cat|brown|small,0,0
614,cat|brown|tabby,0,0
615,cat|brown|the,0,0
616,cat|calico|big,0,0
617,cat|calico|brown,0,0
618,cat|calico|calico,0,0
619,cat|calico|cat,0,0
620,cat|calico|dog,0,0
621,cat|calico|lay,0,0
622,cat|calico|mat,0,0
623,cat|calico|on,0,0
624,cat|calico|red,0,0
625,cat|calico|rug,0,0
626,cat|calico|sat,0,0
627,cat|calico|small,0,0
628,cat|calico|tabby,0,0
629,cat|calico|the,0,0
630,cat|cat|big,0,0
631,cat|cat|brown,0,0
632,cat|cat|calico,0,0
633,cat|cat|cat,0,0
634,cat|cat|dog,0,0
635,cat|cat|lay,0,0
636,cat|cat|mat,0,0
637,cat|cat|on,0,0
638,cat|cat|red,0,0
639,cat|cat|rug,0,0
640,cat|cat|sat,0,0
641,cat|cat|small,0,0
642,cat|cat|tabby,0,0
643,cat|cat|the,0,0
644,cat|dog|big,0,0
645,cat|dog|brown,0,0
646,cat|dog|calico,0,0
647,cat|dog|cat,0,0
648,cat|dog|dog,0,0
649,cat|dog|lay,0,0
650,cat|dog|mat,0,0
651,cat|dog|on,0,0
652,cat|dog|red,0,0
653,cat|dog|rug,0,0
654,cat|dog|sat,0,0
655,cat|dog|small,0,0
656,cat|dog|tabby,0,0
657,cat|dog|the,0,0
658,cat|lay|big,0,0
659,cat|lay|brown,0,0
660,cat|lay|calico,0,0
661,cat|lay|cat,0,0
662,cat|lay|dog,0,0
663,cat|lay|lay,0,0
664,cat|lay|mat,0,0
665,cat|lay|on,-0.3568,-0.3568
666,cat|lay|red,0,0
667,cat|lay|rug,0,0
668,cat|lay|sat,0,0
669,cat|lay|small,0,0
670,cat|lay|tabby,0,0
671,cat|lay|the,0,0
672,cat|mat|big,0,0
673,cat|mat|brown,0,0
674,cat|mat|calico,0,0
675,cat|mat|cat,0,0
676,cat|mat|dog,0,0
677,cat|mat|lay,0,0
678,cat|mat|mat,0,0
679,cat|mat|on,0,0
680,cat|mat|red,0,0
681,cat|mat|rug,0,0
682,cat|mat|sat,0,0
683,cat|mat|small,0,0
684,cat|mat|tabby,0,0
685,cat|mat|the,0,0
686,cat|on|big,0,0
687,cat|on|brown,0,0
688,cat|on|calico,0,0
689,cat|on|cat,0,0
690,cat|on|dog,0,0
691,cat|on|lay,0,0
692,cat|on|mat,0,0
693,cat|on|on,0,0
694,cat|on|red,0,0
695,cat|on|rug,0,0
696,cat|on|sat,0,0
697,cat|on|small,0,0
698,cat|on|tabby,0,0
699,cat|on|the,0,0
700,cat|red|big,0,0
701,cat|red|brown,0,0
702,cat|red|calico,0,0
703,cat|red|cat,0,0
704,cat|red|dog,0,0
705,cat|red|lay,0,0
706,cat|red|mat,0,0
707,cat|red|on,0,0
708,cat|red|red,0,0
709,cat|red|rug,0,0
710,cat|red|sat,0,0
711,cat|red|small,0,0
712,cat|red|tabby,0,0
713,cat|red|the,0,0
714,cat|rug|big,0,0
715,cat|rug|brown,0,0
716,cat|rug|calico,0,0
717,cat|rug|cat,0,0
718,cat|rug|dog,0,0
719,cat|rug|lay,0,0
720,cat|rug|mat,0,0
721,cat|rug|on,0,0
722,cat|rug|red,0,0
723,cat|rug|rug,0,0
724,cat|rug|sat,0,0
725,cat|rug|small,0,0
726,cat|rug|tabby,0,0
727,cat|rug|the,0,0
728,cat|sat|big,0,0
729,cat|sat|brown,0,0
730,cat|sat|calico,0,0
731,cat|sat|cat,0,0
732,cat|sat|dog,0,0
733,cat|sat|lay,0,0
734,cat|sat|mat,0,0
735,cat|sat|on,-0.3568,-0.3568
736,cat|sat|red,0,0
737,cat|sat|rug,0,0
738,cat|sat|sat,0,0
739,cat|sat|small,0,0
740,cat|sat|tabby,0,0
741,cat|sat|the,0,0
742,cat|small|big,0,0
743,cat|small|brown,0,0
744,cat|small|calico,0,0
745,cat|small|cat,0,0
746,cat|small|dog,0,0
747,cat|small|lay,0,0
748,cat|small|mat,0,0
749,cat|small|on,0,0
750,cat|small|red,0,0
751,cat|small|rug,0,0
752,cat|small|sat,0,0
753,cat|small|small,0,0
754,cat|small|tabby,0,0
755,cat|small|the,0,0
756,cat|tabby|big,0,0
757,cat|tabby|brown,0,0
758,cat|tabby|calico,0,0
759,cat|tabby|cat,0,0
760,cat|tabby|dog,0,0
761,cat|tabby|lay,0,0
762,cat|tabby|mat,0,0
763,cat|tabby|on,0,0
764,cat|tabby|red,0,0
765,cat|tabby|rug,0,0
766,cat|tabby|sat,0,0
767,cat|tabby|small,0,0
768,cat|tabby|tabby,0,0
769,cat|tabby|the,0,0
770,cat|the|big,0,0
771,cat|the|brown,0,0
772,cat|the|calico,0,0
773,cat|the|cat,0,0
774,cat|the|dog,0,0
775,cat|the|lay,0,0
776,cat|the|mat,0,0
777,cat|the|on,0,0
778,cat|the|red,0,0
779,cat|the|rug,0,0
780,cat|the|sat,0,0
781,cat|the|small,0,0
782,cat|the|tabby,0,0
783,cat|the|the,0,0
784,dog|big|big,0,0
785,dog|big|brown,0,0
786,dog|big|calico,0,0
787,dog|big|cat,0,0
788,dog|big|dog,0,0
789,dog|big|lay,0,0
790,dog|big|mat,0,0
791,dog|big|on,0,0
792,dog|big|red,0,0
793,dog|big|rug,0,0
794,dog|big|sat,0,0
795,dog|big|small,0,0
796,dog|big|tabby,0,0
797,dog|big|the,0,0
798,dog|brown|big,0,0
799,dog|brown|brown,0,0
800,dog|brown|calico,0,0
801,dog|brown|cat,0,0
802,dog|brown|dog,0,0
803,dog|brown|lay,0,0
804,dog|brown|mat,0,0
805,dog|brown|on,0,0
806,dog|brown|red,0,0
807,dog|brown|rug,0,0
808,dog|brown|sat,0,0
809,dog|brown|small,0,0
810,dog|brown|tabby,0,0
811,dog|brown|the,0,0
812,dog|calico|big,0,0
813,dog|calico|brown,0,0
814,dog|calico|calico,0,0
815,dog|calico|cat,0,0
816,dog|calico|dog,0,0
817,dog|calico|lay,0,0
818,dog|calico|mat,0,0
819,dog|calico|on,0,0
820,dog|calico|red,0,0
821,dog|calico|rug,0,0
822,dog|calico|sat,0,0
823,dog|calico|small,0,0
824,dog|calico|tabby,0,0
825,dog|calico|the,0,0
826,dog|cat|big,0,0
827,dog|cat|brown,0,0
828,dog|cat|calico,0,0
829,dog|cat|cat,0,0
830,dog|cat|dog,0,0
831,dog|cat|lay,0,0
832,dog|cat|mat,0,0
833,dog|cat|on,0,0
834,dog|cat|red,0,0
835,dog|cat|rug,0,0
836,dog|cat|sat,0,0
837,dog|cat|small,0,0
838,dog|cat|tabby,0,0
839,dog|cat|the,0,0
840,dog|dog|big,0,0
841,dog|dog|brown,0,0
842,dog|dog|calico,0,0
843,dog|dog|cat,0,0
844,dog|dog|dog,0,0
845,dog|dog|lay,0,0
846,dog|dog|mat,0,0
847,dog|dog|on,0,0
848,dog|dog|red,0,0
849,dog|dog|rug,0,0
850,dog|dog|sat,0,0
851,dog|dog|small,0,0
852,dog|dog|tabby,0,0
853,dog|dog|the,0,0
854,dog|lay|big,0,0
855,dog|lay|brown,0,0
856,dog|lay|calico,0,0
857,dog|lay|cat,0,0
858,dog|lay|dog,0,0
859,dog|lay|lay,0,0
860,dog|lay|mat,0,0
861,dog|lay|on,-0.3568,-0.3568
862,dog|lay|red,0,0
863,dog|lay|rug,0,0
864,dog|lay|sat,0,0
865,dog|lay|small,0,0
866,dog|lay|tabby,0,0
867,dog|lay|the,0,0
868,dog|mat|big,0,0
869,dog|mat|brown,0,0
870,dog|mat|calico,0,0
871,dog|mat|cat,0,0
872,dog|mat|dog,0,0
873,dog|mat|lay,0,0
874,dog|mat|mat,0,0
875,dog|mat|on,0,0
876,dog|mat|red,0,0
877,dog|mat|rug,0,0
878,dog|mat|sat,0,0
879,dog|mat|small,0,0
880,dog|mat|tabby,0,0
881,dog|mat|the,0,0
882,dog|on|big,0,0
883,dog|on|brown,0,0
884,dog|on|calico,0,0
885,dog|on|cat,0,0
886,dog|on|dog,0,0
887,dog|on|lay,0,0
888,dog|on|mat,0,0
889,dog|on|on,0,0
890,dog|on|red,0,0
891,dog|on|rug,0,0
892,dog|on|sat,0,0
893,dog|on|small,0,0
894,dog|on|tabby,0,0
895,dog|on|the,0,0
896,dog|red|big,0,0
897,dog|red|brown,0,0
898,dog|red|calico,0,0
899,dog|red|cat,0,0
900,dog|red|dog,0,0
901,dog|red|lay,0,0
902,dog|red|mat,0,0
903,dog|red|on,0,0
904,dog|red|red,0,0
905,dog|red|rug,0,0
906,dog|red|sat,0,0
907,dog|red|small,0,0
908,dog|red|tabby,0,0
909,dog|red|the,0,0
910,dog|rug|big,0,0
911,dog|rug|brown,0,0
912,dog|rug|calico,0,0
913,dog|rug|cat,0,0
914,dog|rug|dog,0,0
915,dog|rug|lay,0,0
916,dog|rug|mat,0,0
917,dog|rug|on,0,0
918,dog|rug|red,0,0
919,dog|rug|rug,0,0
920,dog|rug|sat,0,0
921,dog|rug|small,0,0
922,dog|rug|tabby,0,0
923,dog|rug|the,0,0
924,dog|sat|big,0,0
925,dog|sat|brown,0,0
926,dog|sat|calico,0,0
927,dog|sat|cat,0,0
928,dog|sat|dog,0,0
929,dog|sat|lay,0,0
930,dog|sat|mat,0,0
931,dog|sat|on,-0.3568,-0.3568
932,dog|sat|red,0,0
933,dog|sat|rug,0,0
934,dog|sat|sat,0,0
935,dog|sat|small,0,0
936,dog|sat|tabby,0,0
937,dog|sat|the,0,0
938,dog|small|big,0,0
939,dog|small|brown,0,0
940,dog|small|calico,0,0
941,dog|small|cat,0,0
942,dog|small|dog,0,0
943,dog|small|lay,0,0
944,dog|small|mat,0,0
945,dog|small|on,0,0
946,dog|small|red,0,0
947,dog|small|rug,0,0
948,dog|small|sat,0,0
949,dog|small|small,0,0
950,dog|small|tabby,0,0
951,dog|small|the,0,0
952,dog|tabby|big,0,0
953,dog|tabby|brown,0,0
954,dog|tabby|calico,0,0
955,dog|tabby|cat,0,0
956,dog|tabby|dog,0,0
957,dog|tabby|lay,0,0
958,dog|tabby|mat,0,0
959,dog|tabby|on,0,0
960,dog|tabby|red,0,0
961,dog|tabby|rug,0,0
962,dog|tabby|sat,0,0
963,dog|tabby|small,0,0
964,dog|tabby|tabby,0,0
965,dog|tabby|the,0,0
966,dog|the|big,0,0
967,dog|the|brown,0,0
968,dog|the|calico,0,0
969,dog|the|cat,0,0
970,dog|the|dog,0,0
971,dog|the|lay,0,0
972,dog|the|mat,0,0
973,dog|the|on,0,0
974,dog|the|red,0,0
975,dog|the|rug,0,0
976,dog|the|sat,0,0
977,dog|the|small,0,0
